
April 13th 09:41:

train with FocalLoss+ weight, dropput 0.2:

[c-xwu000:OvarianCancer]#/home/hxie1/anaconda3/bin/python  /home/hxie1/Projects/OvarianCancer/TrainSegV.py /home/hxie1/temp_netParameters/OvarianCancer /home/hxie1/data/OvarianCancerCT/Extract_uniform/trainImages /home/hxie1/data/OvarianCancerCT/Extract_uniform/trainLabels

Program starting Time:  2019-04-12 16:31:54.787057
Info: netPath = /home/hxie1/temp_netParameters/OvarianCancer

Building the Segmented Slice Tuple list, please waiting......
Directory of /home/hxie1/data/OvarianCancerCT/Extract_uniform/trainLabels has 441 segmented slices.
Input:  batchSize=64, depth=21, height=281, width=281, NumClassfication=4

Building the Segmented Slice Tuple list, please waiting......
Directory of /home/hxie1/data/OvarianCancerCT/Extract_uniform/testLabels has 141 segmented slices.
Input:  batchSize=64, depth=21, height=281, width=281, NumClassfication=4

Network has total 12854479 parameters.
Info: network dropout rate = 0.2
Network trains from scratch.

====================Net Architecture===========================
----------------------------------------------------------------
        Layer (type)               Output Shape         Param #
================================================================
            Conv3d-1      [-1, 32, 9, 139, 139]           4,032
       BatchNorm3d-2      [-1, 32, 9, 139, 139]              64
         Dropout3d-3      [-1, 32, 9, 139, 139]               0
            Conv3d-4        [-1, 64, 3, 69, 69]          92,224
       BatchNorm3d-5        [-1, 64, 3, 69, 69]             128
         Dropout3d-6        [-1, 64, 3, 69, 69]               0
            Conv3d-7       [-1, 128, 1, 33, 33]         614,528
       BatchNorm3d-8       [-1, 128, 1, 33, 33]             256
         Dropout3d-9       [-1, 128, 1, 33, 33]               0
           Conv2d-10          [-1, 256, 15, 15]         819,456
      BatchNorm2d-11          [-1, 256, 15, 15]             512
        Dropout2d-12          [-1, 256, 15, 15]               0
           Conv2d-13            [-1, 512, 7, 7]       1,180,160
      BatchNorm2d-14            [-1, 512, 7, 7]           1,024
        Dropout2d-15            [-1, 512, 7, 7]               0
           Conv2d-16            [-1, 512, 3, 3]       2,359,808
      BatchNorm2d-17            [-1, 512, 3, 3]           1,024
        Dropout2d-18            [-1, 512, 3, 3]               0
  ConvTranspose2d-19            [-1, 512, 7, 7]       2,359,808
      BatchNorm2d-20            [-1, 512, 7, 7]           1,024
        Dropout2d-21            [-1, 512, 7, 7]               0
  ConvTranspose2d-22          [-1, 256, 15, 15]       2,359,552
      BatchNorm2d-23          [-1, 256, 15, 15]             512
        Dropout2d-24          [-1, 256, 15, 15]               0
  ConvTranspose2d-25          [-1, 128, 33, 33]       1,638,528
      BatchNorm2d-26          [-1, 128, 33, 33]             256
        Dropout2d-27          [-1, 128, 33, 33]               0
  ConvTranspose3d-28        [-1, 64, 3, 69, 69]       1,228,864
      BatchNorm3d-29        [-1, 64, 3, 69, 69]             128
        Dropout3d-30        [-1, 64, 3, 69, 69]               0
  ConvTranspose3d-31      [-1, 32, 9, 139, 139]         184,352
      BatchNorm3d-32      [-1, 32, 9, 139, 139]              64
        Dropout3d-33      [-1, 32, 9, 139, 139]               0
  ConvTranspose3d-34      [-1, 1, 21, 281, 281]           8,001
      BatchNorm3d-35      [-1, 1, 21, 281, 281]               2
        Dropout3d-36      [-1, 1, 21, 281, 281]               0
           Conv2d-37          [-1, 4, 281, 281]             172
================================================================
Total params: 12,854,479
Trainable params: 12,854,479
Non-trainable params: 0
----------------------------------------------------------------
Input size (MB): 6.33
Forward/backward pass size (MB): 347.20
Params size (MB): 49.04
Estimated Total Size (MB): 402.56
----------------------------------------------------------------
===================End of Net Architecture =====================

Info: program will use 4 GPUs.
Hints: Test Dice_0 is the dice coeff for all non-zero labels
Hints: Test Dice_1 is for primary cancer(green), test Dice_2 is for metastasis(yellow), and test Dice_3 is for invaded lymph node(brown).
Hints: Test TPR_0 is the TPR for all non-zero labels
Hints: Test TPR_1 is for primary cancer(green), TPR_2 is for metastasis(yellow), and TPR_3 is for invaded lymph node(brown).

Epoch 	 TrainingLoss 	 TestLoss 	 Dice_0	Dice_1	Dice_2	Dice_3 	 TPR_0	TPR_1	TPR_2	TPR_3
331 	 0.0108 	 0.0301 	 0.719	0.719 	 0.961	0.961
332 	 0.0092 	 0.0316 	 0.721	0.721 	 0.956	0.956
333 	 0.0096 	 0.0318 	 0.727	0.727 	 0.956	0.956
334 	 0.0095 	 0.0323 	 0.729	0.729 	 0.954	0.954
335 	 0.0104 	 0.0322 	 0.733	0.733 	 0.952	0.952
336 	 0.0097 	 0.0358 	 0.732	0.732 	 0.940	0.940
337 	 0.0094 	 0.0332 	 0.735	0.735 	 0.947	0.947
338 	 0.0101 	 0.0347 	 0.733	0.733 	 0.948	0.948
339 	 0.0101 	 0.0366 	 0.734	0.734 	 0.939	0.939
340 	 0.0095 	 0.0349 	 0.733	0.733 	 0.942	0.942
341 	 0.0095 	 0.0353 	 0.735	0.735 	 0.944	0.944
342 	 0.0114 	 0.0357 	 0.741	0.741 	 0.945	0.945
343 	 0.0101 	 0.0327 	 0.728	0.728 	 0.950	0.950
344 	 0.0101 	 0.0361 	 0.734	0.734 	 0.940	0.940
345 	 0.0105 	 0.0349 	 0.732	0.732 	 0.942	0.942
346 	 0.0092 	 0.0358 	 0.730	0.730 	 0.939	0.939
347 	 0.0097 	 0.0357 	 0.735	0.735 	 0.937	0.937
348 	 0.0099 	 0.0372 	 0.739	0.739 	 0.934	0.934
349 	 0.0092 	 0.0325 	 0.735	0.735 	 0.949	0.949
350 	 0.0093 	 0.0351 	 0.736	0.736 	 0.940	0.940
351 	 0.0089 	 0.0341 	 0.737	0.737 	 0.942	0.942
352 	 0.0095 	 0.0355 	 0.733	0.733 	 0.942	0.942
353 	 0.0099 	 0.0317 	 0.738	0.738 	 0.951	0.951
354 	 0.0093 	 0.0353 	 0.734	0.734 	 0.937	0.937
355 	 0.0113 	 0.0340 	 0.739	0.739 	 0.939	0.939
356 	 0.0091 	 0.0346 	 0.746	0.746 	 0.945	0.945
357 	 0.0087 	 0.0314 	 0.734	0.734 	 0.950	0.950
358 	 0.0117 	 0.0331 	 0.733	0.733 	 0.943	0.943
359 	 0.0097 	 0.0317 	 0.735	0.735 	 0.951	0.951
360 	 0.0097 	 0.0299 	 0.724	0.724 	 0.952	0.952
361 	 0.0094 	 0.0345 	 0.737	0.737 	 0.938	0.938
362 	 0.0086 	 0.0310 	 0.724	0.724 	 0.950	0.950
363 	 0.0093 	 0.0290 	 0.727	0.727 	 0.951	0.951
364 	 0.0089 	 0.0328 	 0.740	0.740 	 0.949	0.949
365 	 0.0087 	 0.0326 	 0.732	0.732 	 0.942	0.942
366 	 0.0088 	 0.0314 	 0.730	0.730 	 0.942	0.942
367 	 0.0090 	 0.0321 	 0.730	0.730 	 0.941	0.941
368 	 0.0083 	 0.0322 	 0.727	0.727 	 0.944	0.944
369 	 0.0083 	 0.0325 	 0.740	0.740 	 0.941	0.941
370 	 0.0092 	 0.0301 	 0.736	0.736 	 0.946	0.946
371 	 0.0098 	 0.0324 	 0.737	0.737 	 0.940	0.940
372 	 0.0088 	 0.0327 	 0.729	0.729 	 0.940	0.940
373 	 0.0083 	 0.0319 	 0.737	0.737 	 0.941	0.941
374 	 0.0090 	 0.0285 	 0.735	0.735 	 0.949	0.949
375 	 0.0085 	 0.0278 	 0.728	0.728 	 0.950	0.950
376 	 0.0084 	 0.0291 	 0.738	0.738 	 0.947	0.947
377 	 0.0084 	 0.0299 	 0.730	0.730 	 0.943	0.943
378 	 0.0080 	 0.0318 	 0.738	0.738 	 0.941	0.941
379 	 0.0080 	 0.0295 	 0.736	0.736 	 0.946	0.946
380 	 0.0081 	 0.0299 	 0.739	0.739 	 0.942	0.942
381 	 0.0081 	 0.0287 	 0.744	0.744 	 0.948	0.948
382 	 0.0088 	 0.0295 	 0.741	0.741 	 0.947	0.947
383 	 0.0086 	 0.0281 	 0.735	0.735 	 0.947	0.947
384 	 0.0087 	 0.0313 	 0.739	0.739 	 0.942	0.942
385 	 0.0088 	 0.0316 	 0.740	0.740 	 0.937	0.937
386 	 0.0076 	 0.0309 	 0.736	0.736 	 0.940	0.940
387 	 0.0077 	 0.0282 	 0.734	0.734 	 0.946	0.946
388 	 0.0086 	 0.0307 	 0.744	0.744 	 0.937	0.937
389 	 0.0083 	 0.0312 	 0.739	0.739 	 0.934	0.934
390 	 0.0088 	 0.0315 	 0.746	0.746 	 0.936	0.936
391 	 0.0078 	 0.0298 	 0.730	0.730 	 0.935	0.935
392 	 0.0077 	 0.0287 	 0.730	0.730 	 0.943	0.943
393 	 0.0079 	 0.0277 	 0.733	0.733 	 0.946	0.946
394 	 0.0079 	 0.0289 	 0.740	0.740 	 0.940	0.940
395 	 0.0075 	 0.0268 	 0.728	0.728 	 0.943	0.943
396 	 0.0076 	 0.0312 	 0.738	0.738 	 0.932	0.932
397 	 0.0082 	 0.0274 	 0.732	0.732 	 0.941	0.941
398 	 0.0076 	 0.0269 	 0.743	0.743 	 0.947	0.947
399 	 0.0071 	 0.0270 	 0.741	0.741 	 0.944	0.944
400 	 0.0075 	 0.0270 	 0.737	0.737 	 0.942	0.942
401 	 0.0078 	 0.0303 	 0.740	0.740 	 0.934	0.934
402 	 0.0073 	 0.0314 	 0.745	0.745 	 0.931	0.931
403 	 0.0079 	 0.0244 	 0.726	0.726 	 0.950	0.950
404 	 0.0089 	 0.0279 	 0.736	0.736 	 0.941	0.941
405 	 0.0076 	 0.0271 	 0.740	0.740 	 0.941	0.941
406 	 0.0077 	 0.0288 	 0.742	0.742 	 0.937	0.937
407 	 0.0070 	 0.0248 	 0.736	0.736 	 0.946	0.946
408 	 0.0069 	 0.0252 	 0.732	0.732 	 0.946	0.946
409 	 0.0071 	 0.0233 	 0.732	0.732 	 0.957	0.957
410 	 0.0073 	 0.0248 	 0.740	0.740 	 0.947	0.947
411 	 0.0074 	 0.0271 	 0.746	0.746 	 0.938	0.938
412 	 0.0073 	 0.0265 	 0.732	0.732 	 0.939	0.939
413 	 0.0074 	 0.0266 	 0.739	0.739 	 0.941	0.941
414 	 0.0071 	 0.0267 	 0.737	0.737 	 0.940	0.940
415 	 0.0073 	 0.0243 	 0.735	0.735 	 0.950	0.950
416 	 0.0073 	 0.0230 	 0.728	0.728 	 0.950	0.950
417 	 0.0068 	 0.0246 	 0.742	0.742 	 0.945	0.945
418 	 0.0068 	 0.0223 	 0.726	0.726 	 0.953	0.953
419 	 0.0071 	 0.0244 	 0.739	0.739 	 0.945	0.945
420 	 0.0066 	 0.0240 	 0.742	0.742 	 0.944	0.944
421 	 0.0070 	 0.0248 	 0.739	0.739 	 0.939	0.939
422 	 0.0068 	 0.0265 	 0.738	0.738 	 0.938	0.938
423 	 0.0083 	 0.0246 	 0.739	0.739 	 0.940	0.940
424 	 0.0070 	 0.0271 	 0.737	0.737 	 0.936	0.936
425 	 0.0066 	 0.0245 	 0.739	0.739 	 0.938	0.938
426 	 0.0073 	 0.0243 	 0.735	0.735 	 0.939	0.939
427 	 0.0069 	 0.0238 	 0.730	0.730 	 0.939	0.939
428 	 0.0067 	 0.0235 	 0.735	0.735 	 0.943	0.943
429 	 0.0069 	 0.0254 	 0.739	0.739 	 0.937	0.937
430 	 0.0063 	 0.0231 	 0.742	0.742 	 0.942	0.942
431 	 0.0062 	 0.0267 	 0.743	0.743 	 0.928	0.928
432 	 0.0070 	 0.0233 	 0.743	0.743 	 0.944	0.944
433 	 0.0067 	 0.0243 	 0.745	0.745 	 0.933	0.933
434 	 0.0067 	 0.0252 	 0.734	0.734 	 0.936	0.936
435 	 0.0074 	 0.0220 	 0.737	0.737 	 0.944	0.944
436 	 0.0068 	 0.0238 	 0.738	0.738 	 0.935	0.935
437 	 0.0066 	 0.0253 	 0.747	0.747 	 0.929	0.929
438 	 0.0065 	 0.0225 	 0.742	0.742 	 0.942	0.942
439 	 0.0067 	 0.0230 	 0.739	0.739 	 0.944	0.944
440 	 0.0061 	 0.0231 	 0.739	0.739 	 0.934	0.934
441 	 0.0064 	 0.0209 	 0.741	0.741 	 0.948	0.948
442 	 0.0062 	 0.0224 	 0.743	0.743 	 0.943	0.943
443 	 0.0068 	 0.0211 	 0.734	0.734 	 0.944	0.944
444 	 0.0063 	 0.0210 	 0.735	0.735 	 0.944	0.944
445 	 0.0064 	 0.0218 	 0.741	0.741 	 0.937	0.937
446 	 0.0060 	 0.0204 	 0.738	0.738 	 0.949	0.949
447 	 0.0060 	 0.0217 	 0.747	0.747 	 0.945	0.945
448 	 0.0065 	 0.0200 	 0.738	0.738 	 0.947	0.947
449 	 0.0058 	 0.0211 	 0.734	0.734 	 0.941	0.941
450 	 0.0062 	 0.0228 	 0.741	0.741 	 0.934	0.934
451 	 0.0062 	 0.0215 	 0.741	0.741 	 0.939	0.939
452 	 0.0057 	 0.0228 	 0.740	0.740 	 0.934	0.934
453 	 0.0059 	 0.0204 	 0.734	0.734 	 0.937	0.937
454 	 0.0060 	 0.0206 	 0.745	0.745 	 0.945	0.945
455 	 0.0056 	 0.0199 	 0.740	0.740 	 0.941	0.941
456 	 0.0056 	 0.0202 	 0.740	0.740 	 0.941	0.941
457 	 0.0057 	 0.0187 	 0.744	0.744 	 0.949	0.949
458 	 0.0059 	 0.0222 	 0.746	0.746 	 0.934	0.934
459 	 0.0058 	 0.0217 	 0.741	0.741 	 0.932	0.932
460 	 0.0056 	 0.0193 	 0.744	0.744 	 0.944	0.944
461 	 0.0058 	 0.0199 	 0.742	0.742 	 0.944	0.944
462 	 0.0054 	 0.0198 	 0.742	0.742 	 0.937	0.937
463 	 0.0058 	 0.0186 	 0.735	0.735 	 0.945	0.945
464 	 0.0058 	 0.0186 	 0.743	0.743 	 0.944	0.944
465 	 0.0059 	 0.0203 	 0.740	0.740 	 0.932	0.932
466 	 0.0053 	 0.0195 	 0.736	0.736 	 0.937	0.937
467 	 0.0056 	 0.0189 	 0.745	0.745 	 0.938	0.938
468 	 0.0058 	 0.0195 	 0.748	0.748 	 0.937	0.937
469 	 0.0054 	 0.0194 	 0.744	0.744 	 0.938	0.938
470 	 0.0052 	 0.0191 	 0.746	0.746 	 0.937	0.937
471 	 0.0051 	 0.0188 	 0.740	0.740 	 0.936	0.936
472 	 0.0055 	 0.0181 	 0.741	0.741 	 0.938	0.938
473 	 0.0055 	 0.0189 	 0.743	0.743 	 0.940	0.940
474 	 0.0058 	 0.0172 	 0.739	0.739 	 0.945	0.945
475 	 0.0051 	 0.0197 	 0.743	0.743 	 0.934	0.934
476 	 0.0051 	 0.0173 	 0.743	0.743 	 0.939	0.939
477 	 0.0056 	 0.0163 	 0.739	0.739 	 0.949	0.949
478 	 0.0052 	 0.0177 	 0.740	0.740 	 0.940	0.940
479 	 0.0057 	 0.0182 	 0.741	0.741 	 0.938	0.938
480 	 0.0053 	 0.0160 	 0.739	0.739 	 0.941	0.941
481 	 0.0052 	 0.0167 	 0.740	0.740 	 0.937	0.937
482 	 0.0057 	 0.0158 	 0.735	0.735 	 0.942	0.942
483 	 0.0048 	 0.0174 	 0.746	0.746 	 0.942	0.942
484 	 0.0050 	 0.0173 	 0.744	0.744 	 0.939	0.939
485 	 0.0046 	 0.0149 	 0.742	0.742 	 0.949	0.949
486 	 0.0054 	 0.0146 	 0.733	0.733 	 0.945	0.945
487 	 0.0046 	 0.0158 	 0.748	0.748 	 0.942	0.942
488 	 0.0047 	 0.0175 	 0.748	0.748 	 0.938	0.938
489 	 0.0052 	 0.0163 	 0.741	0.741 	 0.941	0.941
490 	 0.0050 	 0.0156 	 0.743	0.743 	 0.935	0.935
491 	 0.0047 	 0.0182 	 0.746	0.746 	 0.927	0.927
492 	 0.0048 	 0.0159 	 0.735	0.735 	 0.937	0.937
493 	 0.0043 	 0.0165 	 0.744	0.744 	 0.935	0.935
494 	 0.0047 	 0.0163 	 0.746	0.746 	 0.937	0.937
495 	 0.0044 	 0.0141 	 0.740	0.740 	 0.944	0.944
496 	 0.0049 	 0.0152 	 0.744	0.744 	 0.934	0.934
497 	 0.0056 	 0.0158 	 0.748	0.748 	 0.938	0.938
498 	 0.0046 	 0.0152 	 0.742	0.742 	 0.936	0.936
499 	 0.0046 	 0.0158 	 0.746	0.746 	 0.935	0.935
500 	 0.0041 	 0.0146 	 0.741	0.741 	 0.936	0.936
501 	 0.0042 	 0.0149 	 0.745	0.745 	 0.932	0.932
502 	 0.0044 	 0.0130 	 0.736	0.736 	 0.942	0.942
503 	 0.0043 	 0.0135 	 0.742	0.742 	 0.942	0.942
504 	 0.0044 	 0.0138 	 0.741	0.741 	 0.937	0.937
505 	 0.0046 	 0.0138 	 0.745	0.745 	 0.931	0.931
506 	 0.0040 	 0.0145 	 0.747	0.747 	 0.941	0.941
507 	 0.0038 	 0.0136 	 0.740	0.740 	 0.934	0.934
508 	 0.0039 	 0.0130 	 0.744	0.744 	 0.948	0.948
509 	 0.0040 	 0.0153 	 0.740	0.740 	 0.936	0.936
510 	 0.0038 	 0.0121 	 0.738	0.738 	 0.944	0.944
511 	 0.0041 	 0.0128 	 0.745	0.745 	 0.943	0.943
512 	 0.0039 	 0.0142 	 0.751	0.751 	 0.933	0.933
513 	 0.0042 	 0.0118 	 0.743	0.743 	 0.948	0.948
514 	 0.0038 	 0.0128 	 0.746	0.746 	 0.939	0.939
515 	 0.0040 	 0.0117 	 0.744	0.744 	 0.946	0.946
516 	 0.0036 	 0.0119 	 0.742	0.742 	 0.940	0.940
517 	 0.0036 	 0.0132 	 0.750	0.750 	 0.929	0.929
518 	 0.0039 	 0.0118 	 0.748	0.748 	 0.941	0.941
519 	 0.0042 	 0.0123 	 0.746	0.746 	 0.935	0.935
520 	 0.0037 	 0.0114 	 0.748	0.748 	 0.936	0.936
521 	 0.0037 	 0.0127 	 0.751	0.751 	 0.929	0.929
522 	 0.0035 	 0.0108 	 0.739	0.739 	 0.945	0.945
523 	 0.0035 	 0.0133 	 0.744	0.744 	 0.925	0.925
524 	 0.0036 	 0.0122 	 0.743	0.743 	 0.933	0.933
525 	 0.0035 	 0.0124 	 0.751	0.751 	 0.928	0.928
526 	 0.0036 	 0.0126 	 0.749	0.749 	 0.926	0.926
527 	 0.0033 	 0.0100 	 0.748	0.748 	 0.948	0.948
528 	 0.0034 	 0.0132 	 0.751	0.751 	 0.918	0.918
529 	 0.0034 	 0.0105 	 0.745	0.745 	 0.944	0.944
530 	 0.0030 	 0.0104 	 0.750	0.750 	 0.932	0.932
531 	 0.0034 	 0.0122 	 0.744	0.744 	 0.924	0.924
532 	 0.0032 	 0.0116 	 0.750	0.750 	 0.934	0.934
533 	 0.0032 	 0.0113 	 0.746	0.746 	 0.928	0.928
534 	 0.0031 	 0.0125 	 0.750	0.750 	 0.923	0.923
535 	 0.0031 	 0.0091 	 0.755	0.755 	 0.946	0.946
536 	 0.0032 	 0.0112 	 0.754	0.754 	 0.924	0.924
537 	 0.0037 	 0.0129 	 0.744	0.744 	 0.912	0.912
538 	 0.0034 	 0.0100 	 0.747	0.747 	 0.935	0.935
539 	 0.0029 	 0.0101 	 0.744	0.744 	 0.932	0.932
540 	 0.0029 	 0.0077 	 0.747	0.747 	 0.953	0.953
541 	 0.0028 	 0.0088 	 0.740	0.740 	 0.933	0.933
542 	 0.0032 	 0.0090 	 0.749	0.749 	 0.929	0.929
543 	 0.0030 	 0.0094 	 0.747	0.747 	 0.933	0.933
544 	 0.0027 	 0.0104 	 0.748	0.748 	 0.923	0.923
545 	 0.0030 	 0.0082 	 0.750	0.750 	 0.939	0.939
546 	 0.0027 	 0.0086 	 0.745	0.745 	 0.931	0.931
547 	 0.0024 	 0.0077 	 0.746	0.746 	 0.939	0.939
548 	 0.0028 	 0.0079 	 0.745	0.745 	 0.937	0.937
549 	 0.0029 	 0.0079 	 0.745	0.745 	 0.939	0.939
550 	 0.0025 	 0.0080 	 0.746	0.746 	 0.929	0.929
551 	 0.0024 	 0.0076 	 0.748	0.748 	 0.931	0.931
552 	 0.0027 	 0.0068 	 0.741	0.741 	 0.944	0.944
553 	 0.0025 	 0.0067 	 0.747	0.747 	 0.945	0.945
554 	 0.0027 	 0.0071 	 0.743	0.743 	 0.938	0.938
555 	 0.0024 	 0.0081 	 0.749	0.749 	 0.919	0.919
556 	 0.0025 	 0.0067 	 0.745	0.745 	 0.938	0.938
557 	 0.0022 	 0.0074 	 0.756	0.756 	 0.928	0.928
558 	 0.0027 	 0.0070 	 0.755	0.755 	 0.934	0.934
559 	 0.0024 	 0.0061 	 0.745	0.745 	 0.950	0.950
560 	 0.0020 	 0.0060 	 0.749	0.749 	 0.939	0.939
561 	 0.0025 	 0.0066 	 0.755	0.755 	 0.923	0.923
562 	 0.0023 	 0.0060 	 0.753	0.753 	 0.937	0.937
563 	 0.0021 	 0.0057 	 0.746	0.746 	 0.938	0.938
564 	 0.0024 	 0.0077 	 0.748	0.748 	 0.910	0.910
565 	 0.0020 	 0.0057 	 0.749	0.749 	 0.933	0.933
566 	 0.0019 	 0.0065 	 0.749	0.749 	 0.919	0.919
567 	 0.0020 	 0.0065 	 0.750	0.750 	 0.927	0.927
568 	 0.0019 	 0.0055 	 0.747	0.747 	 0.936	0.936
569 	 0.0023 	 0.0053 	 0.756	0.756 	 0.930	0.930
570 	 0.0018 	 0.0051 	 0.756	0.756 	 0.920	0.920
571 	 0.0018 	 0.0045 	 0.750	0.750 	 0.936	0.936
572 	 0.0018 	 0.0043 	 0.747	0.747 	 0.939	0.939
573 	 0.0022 	 0.0046 	 0.753	0.753 	 0.930	0.930
574 	 0.0018 	 0.0042 	 0.747	0.747 	 0.937	0.937
575 	 0.0018 	 0.0041 	 0.752	0.752 	 0.929	0.929
576 	 0.0016 	 0.0042 	 0.761	0.761 	 0.921	0.921
577 	 0.0020 	 0.0037 	 0.755	0.755 	 0.938	0.938
578 	 0.0016 	 0.0042 	 0.756	0.756 	 0.923	0.923
579 	 0.0016 	 0.0036 	 0.750	0.750 	 0.938	0.938
580 	 0.0017 	 0.0032 	 0.750	0.750 	 0.926	0.926
581 	 0.0014 	 0.0031 	 0.756	0.756 	 0.926	0.926
582 	 0.0015 	 0.0034 	 0.764	0.764 	 0.913	0.913
583 	 0.0015 	 0.0029 	 0.746	0.746 	 0.937	0.937
584 	 0.0016 	 0.0030 	 0.752	0.752 	 0.933	0.933
585 	 0.0013 	 0.0025 	 0.751	0.751 	 0.921	0.921
586 	 0.0012 	 0.0024 	 0.753	0.753 	 0.924	0.924
587 	 0.0014 	 0.0025 	 0.760	0.760 	 0.930	0.930
588 	 0.0012 	 0.0024 	 0.753	0.753 	 0.924	0.924
589 	 0.0012 	 0.0025 	 0.754	0.754 	 0.922	0.922
590 	 0.0011 	 0.0013 	 0.755	0.755 	 0.929	0.929
591 	 0.0011 	 0.0014 	 0.761	0.761 	 0.927	0.927
592 	 0.0011 	 0.0016 	 0.757	0.757 	 0.925	0.925
593 	 0.0010 	 0.0016 	 0.755	0.755 	 0.928	0.928
594 	 0.0011 	 0.0014 	 0.756	0.756 	 0.934	0.934
595 	 0.0010 	 0.0006 	 0.761	0.761 	 0.923	0.923
596 	 0.0009 	 0.0008 	 0.755	0.755 	 0.922	0.922
597 	 0.0008 	 0.0007 	 0.759	0.759 	 0.921	0.921
598 	 0.0010 	 0.0007 	 0.757	0.757 	 0.913	0.913
599 	 0.0009 	 0.0009 	 0.754	0.754 	 0.920	0.920
600 	 0.0008 	 0.0009 	 0.760	0.760 	 0.915	0.915
601 	 0.0008 	 0.0010 	 0.755	0.755 	 0.904	0.904
602 	 0.0008 	 0.0006 	 0.762	0.762 	 0.920	0.920
603 	 0.0009 	 0.0007 	 0.764	0.764 	 0.919	0.919
604 	 0.0009 	 0.0008 	 0.760	0.760 	 0.917	0.917
605 	 0.0008 	 0.0006 	 0.760	0.760 	 0.923	0.923
606 	 0.0007 	 0.0008 	 0.757	0.757 	 0.915	0.915
607 	 0.0008 	 0.0006 	 0.761	0.761 	 0.928	0.928
608 	 0.0008 	 0.0008 	 0.761	0.761 	 0.914	0.914
609 	 0.0009 	 0.0009 	 0.761	0.761 	 0.904	0.904
610 	 0.0008 	 0.0007 	 0.764	0.764 	 0.904	0.904
611 	 0.0009 	 0.0006 	 0.764	0.764 	 0.913	0.913
612 	 0.0010 	 0.0007 	 0.766	0.766 	 0.922	0.922
613 	 0.0007 	 0.0008 	 0.762	0.762 	 0.902	0.902
614 	 0.0008 	 0.0008 	 0.766	0.766 	 0.907	0.907
615 	 0.0008 	 0.0009 	 0.762	0.762 	 0.895	0.895
616 	 0.0009 	 0.0008 	 0.764	0.764 	 0.906	0.906
617 	 0.0009 	 0.0007 	 0.758	0.758 	 0.926	0.926
618 	 0.0007 	 0.0009 	 0.758	0.758 	 0.900	0.900
619 	 0.0008 	 0.0009 	 0.767	0.767 	 0.908	0.908
620 	 0.0008 	 0.0007 	 0.763	0.763 	 0.915	0.915
621 	 0.0008 	 0.0004 	 0.773	0.773 	 0.926	0.926
622 	 0.0008 	 0.0008 	 0.761	0.761 	 0.901	0.901
623 	 0.0007 	 0.0009 	 0.764	0.764 	 0.911	0.911
624 	 0.0007 	 0.0008 	 0.764	0.764 	 0.901	0.901
625 	 0.0007 	 0.0008 	 0.763	0.763 	 0.906	0.906
626 	 0.0007 	 0.0008 	 0.764	0.764 	 0.912	0.912
627 	 0.0007 	 0.0010 	 0.763	0.763 	 0.905	0.905
628 	 0.0007 	 0.0008 	 0.759	0.759 	 0.908	0.908
629 	 0.0006 	 0.0009 	 0.763	0.763 	 0.904	0.904
630 	 0.0008 	 0.0007 	 0.762	0.762 	 0.910	0.910
631 	 0.0007 	 0.0008 	 0.763	0.763 	 0.908	0.908
632 	 0.0006 	 0.0007 	 0.767	0.767 	 0.918	0.918
633 	 0.0007 	 0.0007 	 0.770	0.770 	 0.899	0.899
634 	 0.0006 	 0.0006 	 0.766	0.766 	 0.916	0.916
635 	 0.0007 	 0.0008 	 0.766	0.766 	 0.901	0.901
636 	 0.0008 	 0.0013 	 0.764	0.764 	 0.871	0.871
637 	 0.0007 	 0.0010 	 0.764	0.764 	 0.887	0.887
638 	 0.0007 	 0.0009 	 0.770	0.770 	 0.889	0.889
639 	 0.0008 	 0.0008 	 0.767	0.767 	 0.904	0.904
640 	 0.0006 	 0.0009 	 0.771	0.771 	 0.892	0.892
641 	 0.0007 	 0.0012 	 0.765	0.765 	 0.884	0.884
642 	 0.0007 	 0.0011 	 0.768	0.768 	 0.892	0.892
643 	 0.0006 	 0.0008 	 0.769	0.769 	 0.900	0.900
644 	 0.0007 	 0.0007 	 0.773	0.773 	 0.906	0.906
645 	 0.0007 	 0.0008 	 0.776	0.776 	 0.900	0.900
646 	 0.0007 	 0.0011 	 0.769	0.769 	 0.891	0.891
647 	 0.0007 	 0.0012 	 0.770	0.770 	 0.898	0.898
648 	 0.0007 	 0.0008 	 0.771	0.771 	 0.894	0.894
649 	 0.0006 	 0.0007 	 0.770	0.770 	 0.898	0.898
650 	 0.0006 	 0.0007 	 0.772	0.772 	 0.909	0.909
651 	 0.0007 	 0.0009 	 0.769	0.769 	 0.891	0.891
652 	 0.0005 	 0.0007 	 0.777	0.777 	 0.897	0.897
653 	 0.0007 	 0.0007 	 0.771	0.771 	 0.904	0.904
654 	 0.0006 	 0.0008 	 0.768	0.768 	 0.900	0.900
655 	 0.0005 	 0.0009 	 0.773	0.773 	 0.895	0.895
656 	 0.0006 	 0.0013 	 0.765	0.765 	 0.872	0.872
657 	 0.0006 	 0.0009 	 0.766	0.766 	 0.892	0.892
658 	 0.0006 	 0.0009 	 0.765	0.765 	 0.899	0.899
659 	 0.0006 	 0.0012 	 0.762	0.762 	 0.889	0.889
660 	 0.0007 	 0.0011 	 0.768	0.768 	 0.883	0.883
661 	 0.0006 	 0.0008 	 0.773	0.773 	 0.896	0.896
662 	 0.0006 	 0.0011 	 0.766	0.766 	 0.883	0.883
